Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Ashok Leyland 2518,326.2074626,1862.402832,17.1582702,299.2871226,3.242604849,1898.173645,81.37809685,92.63394769,96.94180796,379.7910294,92.15408667,17.21096455,0.793908774,76.38743837
Eicher Pro 6025,418.8208986,2445.288074,6.039482569,306.2140993,4.413948245,1995.88269,96.53678995,95.28662474,66.61707079,313.2709248,109.9179957,13.19900237,0.73009748,81.52897664
Eicher Pro 6025,426.3873098,2917.461168,12.43161297,316.1061942,0.573401459,1422.452331,31.4366216,99.38022896,118.9558522,335.0362063,84.13436521,45.88965013,0.476314319,80.05236874
Ashok Leyland 2518,212.797687,2495.689032,19.58957137,164.8515541,4.552226052,1313.659312,24.71285849,80.19915811,61.52521542,357.7526959,102.6276437,25.62978156,0.323965556,88.38584758
Tata 407,433.4155322,1317.213877,14.96727761,184.0018201,1.184329433,2144.04429,10.85424059,95.30494337,70.63220207,358.5451787,138.0561936,39.09773703,0.354837235,84.9820652
Mahindra Blazo X 35,309.8271743,1881.047486,5.096895827,164.6631826,4.06878259,2355.921812,81.60474586,82.9109969,63.20234189,369.8744669,141.2505139,35.70847463,0.504836491,85.32718705
Eicher Pro 6025,243.2025071,2481.570182,15.29480366,308.3011454,4.033295934,1205.828027,30.44255876,87.57926857,100.4813465,251.4391004,95.57007939,46.15715396,0.904035184,84.80785217
Eicher Pro 6025,361.5859457,1186.794614,4.950329857,358.0329547,1.735273825,1241.326065,46.77066636,89.63638624,82.42483091,265.2551959,117.1216133,17.47526305,0.877975208,75.68319585
Volvo FH 520,252.1194481,1401.457058,11.36589533,472.3968525,0.217157764,1530.934116,95.88389752,99.87967919,94.11143666,330.1387287,92.71130735,23.71280289,0.858481863,81.58276776
Mahindra Blazo X 35,494.5757259,2315.721541,7.345902541,281.9249679,4.12021706,1107.179543,52.59882987,99.34256627,109.9078697,343.4899545,56.94153661,22.2516255,0.460932929,79.85702685
Mahindra Blazo X 35,288.3666916,2022.040188,12.75120832,434.4782293,1.970490632,1734.031413,31.77781846,92.82194703,81.74454196,372.017468,58.36216686,10.02336398,0.386386217,76.35337624
Tata 407,381.4817857,2511.721009,14.46073454,147.2910089,4.568641122,2214.412275,62.26281752,92.48796713,70.106911,329.2803155,110.7072175,17.21055866,0.237523432,89.77142587
Volvo FH 520,262.3076925,1560.512787,9.061647348,149.099699,4.616238835,1539.595284,58.01936332,83.95216592,103.2939652,260.633484,111.7368591,28.98714768,0.407118136,71.22117284
Tata 407,154.2482841,1927.563759,7.164539279,472.7902496,3.969206415,1529.826249,41.14495412,99.19292154,101.3018385,200.3769702,141.0356363,40.79698518,0.956880019,79.64741122
Ashok Leyland 2518,343.4070453,2888.208394,7.379414712,338.0179196,2.266707561,1200.789212,49.45959137,86.63410358,106.9964418,324.3482608,121.376051,40.96526001,0.410423824,83.75305319
Ashok Leyland 2518,410.9775863,1130.619472,10.70508908,331.4668332,2.876873172,1139.102717,31.85210249,95.41951211,73.27339494,253.8338841,51.05294924,15.75280826,0.755380502,88.63772511
Tata 407,450.6091075,1710.636557,12.84876248,404.9468189,2.663856338,1478.563319,28.9578172,98.98599094,117.8005261,215.4247449,87.39292552,27.79619022,0.745011072,86.83896803
Volvo FH 520,252.3747872,2725.238264,10.99697519,454.0588745,0.321820843,2387.18431,41.02412166,80.70054944,72.27525662,205.1118481,133.6369909,43.70301741,0.958432777,87.87613857
Eicher Pro 6025,281.9096291,2121.959636,19.03058138,127.5066204,4.489484444,1591.919467,95.39036012,96.9018194,86.2043132,217.2155272,132.0590727,41.58528275,0.734806938,84.63557577
Tata 407,454.2619142,1557.562727,11.76651071,190.0252785,3.314651134,1418.158255,73.7463652,94.61751165,85.57262834,282.7315906,134.5263453,22.76694108,0.626009789,75.82288637
Eicher Pro 6025,415.7131713,2253.212261,16.50843053,241.818263,1.673216687,2161.203146,98.07904085,83.95332103,70.61546784,242.2756452,118.8321323,20.13147801,0.37525695,81.10633756
Volvo FH 520,468.8421508,1319.189418,6.564422858,494.7130589,0.833393444,1432.290341,98.07767684,87.56826909,81.3917261,316.5854537,118.7434398,40.66142289,0.615120746,85.75021483
Ashok Leyland 2518,222.709325,2012.227028,14.13831291,456.2412554,3.484453688,1330.447745,35.88105223,80.48694995,96.53011017,214.8197711,88.08327229,29.80570307,0.99484167,89.40342154
Tata 407,345.5584733,1585.822315,7.368575954,141.6752268,0.923191194,1089.378009,42.6847316,91.71653956,86.57804095,334.7971704,78.08258265,39.91152776,0.601276024,70.92847338
Volvo FH 520,443.0510819,1425.765033,11.55388902,384.5413536,0.779869441,2314.852673,83.44458011,87.08503305,119.5853532,369.0913907,126.4989951,43.48926174,0.138441085,78.86190944
Eicher Pro 6025,496.4316995,2383.743008,4.758905016,440.5054988,2.097171547,2199.455265,72.46682848,89.61211559,77.63328636,393.6927262,89.35950926,35.74004917,0.828155615,88.33631232
Tata 407,346.9518781,1025.547016,18.83969597,280.6338023,0.622755311,1026.526072,66.94072282,99.35207736,69.05543804,293.0726411,107.8988838,30.08033416,0.7309863,86.34682111
Tata 407,328.7559414,1325.186367,18.32795666,181.7045623,4.389994644,2459.153613,39.97840259,81.45566295,103.9114031,262.1111413,123.8791027,48.66180299,0.989769381,83.59622194
Ashok Leyland 2518,463.6636495,2882.349712,11.96745381,257.3771837,2.021073276,2095.402351,38.97355737,83.40627641,79.21837138,334.4845325,145.2086142,21.62446535,0.997672773,81.13850823
Volvo FH 520,194.0187842,2863.592472,18.83139911,183.0804003,4.063722507,1194.596102,71.89500865,84.78605456,110.6816511,225.3458896,81.99000807,39.08341395,0.188616844,79.02629056
Mahindra Blazo X 35,480.1110941,1591.346993,4.716127473,215.5257416,2.089279309,1817.251456,74.72848342,91.77031551,68.00799255,345.6826525,106.950033,31.92174182,0.719836058,81.8281415
Ashok Leyland 2518,418.4345281,1523.680503,5.020836458,413.9756826,3.581563315,1877.040128,90.05277666,84.30418688,81.74739542,205.7406002,128.3933059,42.38839126,0.4914284,78.76753745
Volvo FH 520,189.1264324,1540.659553,9.536747066,385.0286755,4.958320641,2300.593264,54.46213249,84.25457108,119.5991035,213.3341255,78.1452354,17.25216122,0.1514901,75.36956461
Ashok Leyland 2518,205.6028598,2591.800154,6.299103883,372.8713001,1.332564474,1882.57977,83.44074865,94.89645416,91.51706401,292.0017829,119.3389508,36.53289745,0.986403899,75.86692044
Volvo FH 520,348.6333036,2971.53488,18.07532848,421.4364916,2.905981036,2142.250092,60.2310929,86.02932199,111.7582771,339.7449775,134.4328956,21.70389027,0.103228807,84.49853015
Eicher Pro 6025,328.9515217,1999.965439,18.47388325,139.0800659,0.783683329,1366.772029,39.33562211,85.36110752,74.59922119,361.2743425,80.5723677,44.0291021,0.657790991,71.65521519
Ashok Leyland 2518,486.8394219,1216.044474,10.62695508,480.0696416,0.994037109,2378.250877,91.46888066,97.98302347,83.4351906,273.1761617,51.05010738,29.74004047,0.838707461,77.24007937
Ashok Leyland 2518,260.1020357,1348.83377,16.69846725,232.6802565,2.29342114,1944.533093,32.0306259,87.70956635,82.11526203,333.68211,94.95976365,15.13387055,0.458821889,84.19430988
Volvo FH 520,435.3253643,1139.409403,9.871270664,203.1782545,4.30552904,1068.668342,81.1391085,94.50689348,88.31755586,207.673159,61.33207181,11.73634715,0.788370395,71.07934287
Eicher Pro 6025,431.2473902,2778.24637,7.873001652,166.1601663,0.635539752,2196.465071,59.99702109,80.8149154,85.22955712,278.6004107,147.9918894,15.73861985,0.34506898,73.73340073
Mahindra Blazo X 35,158.363159,2676.651154,17.36825457,474.0992093,2.053607728,1642.097621,56.30090038,87.33483537,89.12343838,393.8040493,117.5297468,34.26216118,0.679261487,81.02823249
Mahindra Blazo X 35,474.4626616,1513.744801,17.33174644,214.8719293,3.474910124,1466.008195,92.87754251,80.39159365,119.6953322,350.5966953,108.9622867,31.11603542,0.27710657,76.35075127
Mahindra Blazo X 35,182.8615986,2197.646898,9.624115566,482.5294617,2.553705152,1103.860916,84.75627749,96.16454711,71.31241175,385.9748044,122.360784,48.37378515,0.966380982,72.28531327
Tata 407,239.0210894,2062.898267,18.81776201,204.0077525,3.902645278,1932.360578,29.50101476,82.04994367,92.99502496,289.9932821,131.7636006,26.44226638,0.401592033,85.30664993
Tata 407,215.2034339,2185.208979,8.831543139,273.0712695,2.565092722,2440.54675,73.53710162,98.84298464,111.3456196,364.3205193,82.25529639,18.24933364,0.716447002,81.78747493
Ashok Leyland 2518,150.982348,1052.730523,7.825652372,446.1560817,4.695604508,1774.986715,59.00071073,99.67164049,105.1531718,224.7428183,86.60640789,28.59810344,0.562999321,89.64771381
Volvo FH 520,321.7402493,1355.52796,16.04038372,117.2848861,4.379494499,2067.333508,71.82501438,91.27005379,66.09204658,270.291463,137.685881,33.0567908,0.611596696,76.03427908
Mahindra Blazo X 35,424.4496256,1427.033601,19.85019624,181.3224968,3.362140101,1069.887812,44.95388295,89.91589124,102.982214,237.370215,59.92607525,38.21079179,0.452293719,71.04755241
Tata 407,305.5101844,2345.78069,10.42398668,484.3190095,2.552778034,2015.997279,83.50432896,83.95013652,109.9014497,349.7028448,106.5266593,32.12931225,0.609729242,84.59259137
Mahindra Blazo X 35,357.5855707,1402.70269,7.451137906,419.4105009,1.207771409,1470.695568,36.67624119,80.3293914,115.7763114,313.3956884,107.6001024,43.20294697,0.700086355,73.90320581
Mahindra Blazo X 35,452.8994143,2645.301099,5.262187303,141.3188106,1.533649728,1879.33278,60.1657941,94.76001734,83.25899446,217.3581452,86.84879409,13.09392713,0.569655016,87.99966192
Mahindra Blazo X 35,401.4933592,1959.495579,7.970765179,465.1001056,3.195956048,1970.276052,90.94688938,90.35770069,87.26269981,308.0647408,126.6986907,14.80798717,0.665719875,75.70582196
Ashok Leyland 2518,350.6998028,2414.774523,17.22598572,480.0140306,1.832856156,1448.941767,19.78473217,90.74894214,112.8457452,360.9070294,63.13768726,19.3712174,0.75609193,79.17028407
Ashok Leyland 2518,256.8889953,2371.591894,15.96576425,117.20173,1.953746433,1859.978406,88.54662957,85.47794335,117.5321901,267.3225676,78.3884554,17.36447488,0.220528786,86.21210714
Eicher Pro 6025,171.9076603,2708.573456,9.841177815,150.2708852,0.126996727,1155.64938,12.93774153,82.01896343,106.6261801,325.8480589,51.3573578,34.36724054,0.978789311,82.68532095
Volvo FH 520,264.9441135,1945.022905,9.911396846,302.9741009,1.397472393,2191.325175,23.40490896,93.1180012,73.17054718,259.2677078,66.20500694,13.79464373,0.5238445,85.90355732
Mahindra Blazo X 35,456.894248,2316.095248,4.65472067,210.4141444,4.059278087,1209.446893,20.00853402,89.88792726,84.0326228,393.3854782,118.4655613,25.03650057,0.850004452,89.27614385
Volvo FH 520,247.6059161,2442.568194,19.67802868,176.7404548,2.241881677,1224.048543,71.15908477,81.87163501,115.6874403,299.1205926,80.82655834,24.25115777,0.776308652,85.51016865
Mahindra Blazo X 35,292.4214914,1295.027432,10.99527629,426.4758006,0.282006574,1457.2128,14.14547059,85.60519855,86.86139995,333.3560741,103.1265989,47.77844998,0.338468728,75.81393534
Ashok Leyland 2518,324.1592043,1390.324952,16.97396664,260.1831518,3.022776641,1456.199548,30.34453918,91.32958653,80.24197908,264.8463997,144.0580831,33.82840416,0.572770492,81.25655032
Mahindra Blazo X 35,385.4468355,2027.616712,11.80824643,312.5353544,0.592827597,1710.097563,97.41183645,93.53108254,91.58912584,216.2169706,123.3089872,24.01934194,0.836243329,82.94328779
Ashok Leyland 2518,179.0637875,2797.171,7.14289033,477.3041711,4.378941557,1996.615621,88.25137101,88.72610639,106.2056262,371.5779844,111.0212369,25.4038441,0.117884677,72.64359358
Ashok Leyland 2518,449.2218754,1992.650439,8.845979084,453.7982622,4.979264374,1373.739408,82.95303168,96.36919253,108.4794117,350.0508319,95.7381453,35.57662814,0.149540354,88.83854782
Mahindra Blazo X 35,301.2413314,2506.928107,17.16619049,444.6278793,0.56181316,2083.196521,18.72456152,86.42760382,110.2352495,225.4717182,84.69203352,49.51047473,0.892721311,71.66541914
Volvo FH 520,415.8673429,2281.326329,11.03884404,218.0284895,4.472302459,1591.217869,18.51046805,80.20815657,63.78463224,210.5325941,110.1515372,36.19801866,0.906941308,83.46253567
Mahindra Blazo X 35,163.1598549,1471.814681,14.48712287,240.5918829,2.04388402,1664.153404,28.78234917,94.07352416,79.36774171,365.7468383,131.8615797,27.63803349,0.652965747,79.68062972
Tata 407,242.2885816,1957.528719,13.41843396,164.5308281,2.923488915,1741.207101,19.46776898,98.72579017,114.2730928,342.4292621,132.1871119,28.93461385,0.931055384,84.8338835
Tata 407,270.7658145,2322.15197,8.982161603,357.385489,1.041982276,1571.727478,29.2795454,97.20275196,66.07076195,396.663046,84.7337069,25.100115,0.125380166,72.22476567
Tata 407,427.742157,1378.447728,10.55133069,201.0254558,2.63554641,1072.960131,88.59059968,89.40576101,102.234178,290.9733978,84.00668007,14.0450221,0.372978971,70.99246566
Eicher Pro 6025,386.2375432,2318.555536,12.81654309,495.0244455,1.518038928,1256.226981,94.87693223,91.34912812,104.4013435,346.4228193,108.5780567,30.50674247,0.171892803,75.60708346
Tata 407,270.9188987,1759.935163,17.28578085,123.2069293,0.304672387,1778.620278,77.54673063,81.40570693,99.3881506,236.7534349,105.8076793,43.10133973,0.787790846,88.14732577
Tata 407,459.1128049,1635.027814,10.40663224,196.8450721,4.572512496,1652.35223,95.27134562,91.50030135,111.7593084,298.7574999,56.77790575,14.64305348,0.155364341,86.4727521
Volvo FH 520,397.5058825,2098.524373,18.00647273,446.021859,3.59491144,1617.997612,47.76291467,83.93637656,66.75576323,333.2935214,63.70700157,48.7498321,0.936799607,78.74122805
Mahindra Blazo X 35,227.0362698,2074.723266,12.60079168,238.6870283,1.267014893,1008.453411,32.95010835,97.99777475,89.86463108,204.5995683,114.4066984,21.67144618,0.741603675,78.62904182
Mahindra Blazo X 35,483.6656315,2990.345522,8.201383096,298.7632699,0.955553696,2286.07448,74.00496839,95.78461992,63.34703593,342.2832464,73.47061078,12.73937879,0.698479195,81.52683461
Ashok Leyland 2518,259.8143989,2420.571534,19.42411274,306.9601862,2.59059443,1398.643457,99.60817219,83.34866418,107.1394089,291.4309805,138.1516412,15.36518237,0.353515339,75.59591351
Ashok Leyland 2518,465.1687626,1514.206989,16.79389393,232.7106064,2.137841606,1341.141983,42.1055719,82.32580339,117.1131477,360.3021744,80.6275745,14.96962567,0.930511209,75.94629052
Ashok Leyland 2518,208.9298641,1315.381787,15.6281413,154.1721247,2.191540237,2332.183984,60.12350151,99.32635056,117.129731,309.600919,111.6299298,11.24800213,0.918329769,76.89927912
Tata 407,291.3578698,2203.021667,4.134031501,115.2080047,0.334798573,2202.082196,42.5321619,93.82120207,77.80727348,354.2616639,57.88340297,47.19540428,0.40347148,86.34748228
Volvo FH 520,208.1669301,2516.850873,14.99475927,245.0435648,1.177318683,1241.367831,47.41484575,85.95369006,117.1972294,275.5766963,97.59162331,23.56190193,0.489474941,79.78586561
Mahindra Blazo X 35,311.3793829,2720.841194,15.3665861,395.2587716,4.659541463,1733.297124,12.92803929,87.76429541,76.9909825,269.4685314,82.27544667,12.66678874,0.363013361,76.52363575
Mahindra Blazo X 35,404.773143,1593.89132,11.83032387,180.3039009,0.461021097,1975.212815,24.86071475,86.06782037,115.5410001,377.7671174,146.8632215,21.42081158,0.139070523,80.67406369
Volvo FH 520,424.1269566,1293.586507,19.47112063,489.5881559,0.867299094,1167.717847,46.53298312,99.7914379,82.13824297,248.9068397,124.4450757,37.36112153,0.459370061,88.2401599
Mahindra Blazo X 35,486.9107155,2154.566078,9.849199459,337.687078,1.809334799,2120.928969,61.80083667,84.07412716,76.95185356,340.8449641,147.5008696,35.0554234,0.801302866,83.48738315
Eicher Pro 6025,287.5376439,2896.616357,14.61335508,305.140982,0.352281936,2029.793179,74.19859714,99.70737546,62.23274136,375.9618343,111.2566181,31.25149511,0.972043569,78.45199556
Tata 407,471.8488686,2132.803591,18.98805207,233.77915,1.324060214,1962.966953,65.30175923,86.13720675,107.333244,319.5107092,146.1713403,27.0758054,0.566082438,83.12935397
Volvo FH 520,215.7355351,1344.250467,10.00096495,333.8700453,2.278574137,2320.117607,48.056318,99.9508636,95.7860816,226.794782,88.75403689,13.9462226,0.454540382,79.32580149
Tata 407,259.9391514,2702.32624,19.57404154,424.7307323,1.737068218,1629.924401,65.07383587,99.42057493,107.4065474,215.0333199,56.01604571,28.71662266,0.769924723,76.61809797
Mahindra Blazo X 35,201.6470428,1915.267325,18.58105787,413.704465,2.751554826,1170.497456,68.90114118,86.62483712,65.39275411,261.5242673,89.59566009,43.29725149,0.611942267,75.56356136
Ashok Leyland 2518,243.8536028,1098.591748,11.58930697,297.2312687,1.263639825,2165.907099,50.07037761,90.28069674,60.14854791,258.9092623,100.6022284,25.16844657,0.755623954,73.53644817
Tata 407,267.6206717,2949.491337,7.326929374,321.5553687,3.126986987,1214.409969,29.69241561,92.04625368,107.2367159,242.3264318,50.35764278,12.60913228,0.249446684,74.12783753
Volvo FH 520,311.6587053,1665.964179,9.363509765,123.0666581,1.188997976,2093.658761,89.18215366,85.91938247,62.31815693,314.3638872,87.28639081,34.73211012,0.763917737,73.85228216
Volvo FH 520,453.3521405,1910.052791,15.86540992,297.7552313,3.686641465,1442.200289,35.69817547,87.73588107,101.1304635,299.9186863,108.776628,25.27953334,0.307550354,86.49743687
Mahindra Blazo X 35,386.3575694,1302.424315,18.76373657,451.4443712,4.369150192,1727.464184,11.62046486,99.16932491,116.9623113,244.2897451,89.42979482,12.69678037,0.41947721,89.25825493
Mahindra Blazo X 35,234.9282736,2129.568506,9.362365783,133.4616132,4.237495207,1731.904808,61.82185509,99.63628996,80.47723418,252.5475199,148.4537587,21.74787944,0.588642345,73.47335866
Volvo FH 520,179.160392,2541.631495,8.182238957,422.942309,4.111088794,1975.599922,43.64833068,82.71971807,83.25948531,243.8108889,148.1646993,17.80610792,0.59466759,74.99534826
Mahindra Blazo X 35,267.2308826,1134.717975,5.456764078,480.7674367,4.414407003,1109.439101,42.79002217,82.45021338,75.30812747,387.2241435,116.8242538,17.55552664,0.289638394,87.26555153
Volvo FH 520,425.6066424,1342.494337,12.17012261,332.4381261,1.618863021,2494.33054,27.94237956,85.63039432,91.20225685,277.0717051,126.8062318,28.51856767,0.712856548,89.03243689
Mahindra Blazo X 35,456.2758062,1371.355358,5.078478257,268.2166551,1.925874335,2228.499912,91.12357212,94.35125186,80.25082041,202.2821265,61.05737423,43.30117274,0.949222376,87.14115265
Ashok Leyland 2518,497.4922946,1430.135478,16.22959771,462.4803866,0.495566874,1902.201686,90.64988332,87.9758691,111.0940671,334.9807782,140.3324337,44.35402469,0.732283267,70.56391297
